"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"HSKA","Heska Corporation","72.77","$567.36M","1997","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/hska",
"HES","Hess Corporation","65.67","$20B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/hes",
"HESM","Hess Midstream Partners LP","19.99","$1.09B","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/hesm",
"HPE","Hewlett Packard Enterprise Company","14.43","$18.84B","2015","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/hpe",
"HXL","Hexcel Corporation","83","$7.06B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/hxl",
"HX","Hexindai Inc.","1.61","$79.22M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/hx",
"HEXO","HEXO Corp.","4.36","$1.12B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/hexo",
"HFFG","HF Foods Group Inc.","17.79","$397.61M","2017","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/hffg",
"HIBB","Hibbett Sports, Inc.","20.49","$361.23M","1996","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/hibb",
"HCR","Hi-Crush Inc.","2.05","$206.43M","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/hcr",
"PCF","High Income Securities Fund","8.4","$46.75M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcf",
"HGLB","Highland Global Allocation Fund","10.5","$241.69M","2019","n/a","n/a","https://old.nasdaq.com/symbol/hglb",
"HFRO","Highland Income Fund","13.28","$954.47M","2017","n/a","n/a","https://old.nasdaq.com/symbol/hfro",
"HFRO^A","Highland Income Fund","25.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hfro^a",
"SNLN","Highland/iBoxx Senior Loan ETF","17.43","$256.24M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snln",
"HPR","HighPoint Resources Corporation","1.76","$376.44M","2018","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/hpr",
"HPJ","Highpower International Inc","4.69","$73.59M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/hpj",
"HIHO","Highway Holdings Limited","1.71","$6.5M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/hiho",
"HIW","Highwoods Properties, Inc.","45.1","$4.68B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hiw",
"HIL","Hill International, Inc.","2.79","$156.36M","2018","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/hil",
"HI","Hillenbrand Inc","30.74","$1.93B","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/hi",
"HLM^","Hillman Group Capital Trust","35.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hlm^",
"HRC","Hill-Rom Holdings Inc","105.24","$7.03B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hrc",
"HTH","Hilltop Holdings Inc.","24.7","$2.29B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hth",
"HGV","Hilton Grand Vacations Inc.","33.49","$2.88B","2016","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/hgv",
"HLT","Hilton Worldwide Holdings Inc.","95.22","$27.31B","2016","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/hlt",
"HIMX","Himax Technologies, Inc.","2.2","$378.72M","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/himx",
"HIFS","Hingham Institution for Savings","189","$403.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hifs",
"HQI","HireQuest, Inc.","7.05","$92.16M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/hqi",
"HSGX","Histogenics Corporation","0.22","$20.81M","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/hsgx",
"HCCH","HL Acquisitions Corp.","10.18","$70.89M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/hcch",
"HCCHR","HL Acquisitions Corp.","0.3258","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/hcchr",
"HCCHU","HL Acquisitions Corp.","10.6625","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/hcchu",
"HCCHW","HL Acquisitions Corp.","0.25","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/hcchw",
"HMG","HMG/Courtland Properties, Inc.","13.17","$13.35M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hmg",
"HMNF","HMN Financial, Inc.","21.95","$106.32M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/hmnf",
"HMSY","HMS Holdings Corp","37.1","$3.24B","1992","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/hmsy",
"HNI","HNI Corporation","34.76","$1.49B","n/a","Consumer Durables","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/hni",
"HMLP","Hoegh LNG Partners LP","15.59","$518.59M","2014","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/hmlp",
"HMLP^A","Hoegh LNG Partners LP","26.51","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hmlp^a",
"HEP","Holly Energy Partners, L.P.","24.99","$2.63B","2004","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","52.63","$8.66B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/hfc",
"HOLI","Hollysys Automation Technologies, Ltd.","15.86","$957.03M","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/holi",
"HOLX","Hologic, Inc.","49.95","$13.35B","1990","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/holx",
"HBCP","Home Bancorp, Inc.","40.15","$377.7M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/hbcp",
"HOMB","Home BancShares, Inc.","19.01","$3.18B","2006","Finance","Major Banks","https://old.nasdaq.com/symbol/homb",
"HD","Home Depot, Inc. (The)","224.67","$246.05B","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/hd",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","34.32","$63.34M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/hfbl",
"HMST","HomeStreet, Inc.","27.77","$677.51M","2012","Finance","Major Banks","https://old.nasdaq.com/symbol/hmst",
"HTBI","HomeTrust Bancshares, Inc.","26.53","$477.12M","2012","Finance","Savings Institutions","https://old.nasdaq.com/symbol/htbi",
"FIXX","Homology Medicines, Inc.","20.98","$922.41M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fixx",
"HMC","Honda Motor Company, Ltd.","26.68","$46.95B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","168.31","$121.1B","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/hon",
"HOFT","Hooker Furniture Corporation","20.86","$246.51M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/hoft",
"HOOK","HOOKIPA Pharma Inc.","7.92","$201.24M","1995","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hook",
"HOPE","Hope Bancorp, Inc.","14.56","$1.84B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hope",
"HMN","Horace Mann Educators Corporation","46.03","$1.9B","1991","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hmn",
"HBNC","Horizon Bancorp, Inc.","17.45","$786.32M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbnc",
"HZN","Horizon Global Corporation","3.94","$99.76M","2015","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/hzn",
"HRZN","Horizon Technology Finance Corporation","11.86","$160.63M","2010","n/a","n/a","https://old.nasdaq.com/symbol/hrzn",
"HTFA","Horizon Technology Finance Corporation","25.45","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/htfa",
"HZNP","Horizon Therapeutics Public Limited Company","27.27","$5.08B","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hznp",
"HRL","Hormel Foods Corporation","42.94","$22.93B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/hrl",
"HOS","Hornbeck Offshore Services","0.77","$29.25M","2004","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/hos",
"HPT","Hospitality Properties Trust","25.02","$4.11B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hpt",
"HST","Host Hotels & Resorts, Inc.","17.24","$12.58B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hst",
"TWNK","Hostess Brands, Inc.","14.05","$1.83B","2015","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/twnk",
"TWNKW","Hostess Brands, Inc.","1.69","n/a","2015","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/twnkw",
"HOTH","Hoth Therapeutics, Inc.","4.4","$44.34M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hoth",
"HMHC","Houghton Mifflin Harcourt Company","5.34","$663.85M","2013","Consumer Services","Books","https://old.nasdaq.com/symbol/hmhc",
"HLI","Houlihan Lokey, Inc.","45.8","$3.03B","2015","Finance","Investment Managers","https://old.nasdaq.com/symbol/hli",
"HUSA","Houston American Energy Corporation","0.2","$12.58M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/husa",
"HWCC","Houston Wire & Cable Company","4.73","$78.73M","2006","Consumer Non-Durables","Telecommunications Equipment","https://old.nasdaq.com/symbol/hwcc",
"HOV","Hovnanian Enterprises Inc","16.16","$96.11M","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/hov",
"HOVNP","Hovnanian Enterprises Inc","3.3963","$16.98M","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/hovnp",
"HBMD","Howard Bancorp, Inc.","17.11","$326.48M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbmd",
"HHC","Howard Hughes Corporation (The)","130.12","$5.61B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hhc",
"HPQ","HP Inc.","18.47","$27.37B","n/a","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/hpq",
"HSBC","HSBC Holdings plc","38.16","$153.92B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/hsbc",
"HSBC^A","HSBC Holdings plc","26.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hsbc^a",
"HTGM","HTG Molecular Diagnostics, Inc.","0.77","$22.11M","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/htgm",
"HMI","Huami Corporation","10.56","$638.18M","2018","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/hmi",
"HNP","Huaneng Power International, Inc.","21.8","$8.56B","1994","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/hnp",
"HTHT","Huazhu Group Limited","34.66","$10.17B","2010","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/htht",
"HUBG","Hub Group, Inc.","46.01","$1.57B","1996","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/hubg",
"HUBB","Hubbell Inc","131.2","$7.14B","2015","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/hubb",
"HUBS","HubSpot, Inc.","160.36","$6.82B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/hubs",
"HBM","Hudbay Minerals Inc.","3.92","$1.02B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/hbm",
"HSON","Hudson Global, Inc.","12.28","$36.35M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/hson",
"HUD","Hudson Ltd.","12.09","$1.12B","2018","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/hud",
"HPP","Hudson Pacific Properties, Inc.","33.87","$5.23B","2010","Finance","Real Estate","https://old.nasdaq.com/symbol/hpp",
"HDSN","Hudson Technologies, Inc.","0.71","$30.25M","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/hdsn",
"HHT","Huitao Technology Co., Ltd.","2.44","$16.92M","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/hht",
"HUM","Humana Inc.","277.28","$37.46B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/hum",
"HCFT","Hunt Companies Finance Trust, Inc.","3.35","$79.35M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hcft",
"HBAN","Huntington Bancshares Incorporated","14.4","$14.94B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hban",
"HBANN","Huntington Bancshares Incorporated","26.66","$2.67M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbann",
"HBANO","Huntington Bancshares Incorporated","27.19","$21.66B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hbano",
"HII","Huntington Ingalls Industries, Inc.","214.82","$8.88B","n/a","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/hii",
"HUN","Huntsman Corporation","22.49","$5.16B","2005","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/hun",
